Percent mass remaining in Litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent nitrogen mass remaining in litterbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent phosphorus mass remaining in litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter type,Block,Plot,Position,Months,Percent P mass remaining,,,,Litter type,,Block,Plot,Position,Months,,Percent P mass remaining
turkey oak,C,10,Buried,6,52.22,,,,turkey oak,C,6,Surface,6,92.72,,,,pine,C,7,Buried,6,88.09,,,,pine,C,4,Surface,6,94.03,,,,Mixed,C,7,Buried,6,74.05,,,,Mixed,C,8,Surface,6,86.43,,,,turkey oak,C,10,Buried,6,71.03,,,,turkey oak,C,6,Surface,6,108.41,,,,pine,C,7,Buried,6,110.67,,,,pine,C,4,Surface,6,114.17,,,,Mixed,C,7,Buried,6,97.29,,,,Mixed,C,8,Surface,6,109.09,,,,,,,,,,,,,,,,,,,,,,pine,C,9,Buried,6,112.87,,,,,,,,,,,,,Mixed,C,11,Buried,6,203.27,,,,Mixed,,A,1,Surface,12,,83.74
turkey oak,C,11,Buried,6,67.93,,,,turkey oak,C,6,Surface,6,96.77,,,,pine,C,8,Buried,6,79.36,,,,pine,C,4,Surface,6,94.07,,,,Mixed,C,9,Buried,6,82.89,,,,Mixed,C,9,Surface,6,83.07,,,,turkey oak,C,11,Buried,6,89.76,,,,turkey oak,C,6,Surface,6,122.87,,,,pine,C,8,Buried,6,90.21,,,,pine,C,4,Surface,6,118.38,,,,Mixed,C,9,Buried,6,105.88,,,,Mixed,C,9,Surface,6,106.5,,,,,,,,,,,,,turkey oak,A,1,Surface,12,66.37,,,,pine,C,10,Buried,6,61.23,,,,,,,,,,,,,Mixed,C,12,Buried,6,25.92,,,,Mixed,,A,2,Surface,12,,86.03
turkey oak,C,12,Buried,6,69,,,,turkey oak,C,7,Surface,6,94.43,,,,pine,C,9,Buried,6,70.95,,,,pine,C,6,Surface,6,91.29,,,,Mixed,C,10,Buried,6,77.8,,,,Mixed,C,10,Surface,6,78.93,,,,turkey oak,C,12,Buried,6,79.98,,,,turkey oak,C,7,Surface,6,103.91,,,,pine,C,9,Buried,6,128.15,,,,pine,C,6,Surface,6,92.33,,,,Mixed,C,10,Buried,6,88.09,,,,Mixed,C,10,Surface,6,88.7,,,,turkey oak,A,1,Buried,12,27.07,,,,turkey oak,A,4,Surface,12,33.09,,,,pine,C,11,Buried,6,86.78,,,,pine,A,1,Surface,12,59.01,,,,,,,,,,,,,Mixed,,A,4,Surface,12,,44.82
,,,,,,,,,turkey oak,C,8,Surface,6,96.98,,,,pine,C,10,Buried,6,89.8,,,,pine,C,7,Surface,6,88.63,,,,Mixed,C,11,Buried,6,73.24,,,,Mixed,C,11,Surface,6,81.71,,,,,,,,,,,,,turkey oak,C,8,Surface,6,128.15,,,,pine,C,10,Buried,6,128.43,,,,pine,C,7,Surface,6,106.82,,,,Mixed,C,11,Buried,6,103.75,,,,Mixed,C,11,Surface,6,88.55,,,,turkey oak,A,2,Buried,12,32.86,,,,turkey oak,A,5,Surface,12,41.42,,,,pine,C,12,Buried,6,303.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,turkey oak,C,9,Surface,6,90.28,,,,pine,C,11,Buried,6,73.43,,,,pine,C,8,Surface,6,95.96,,,,Mixed,C,12,Buried,6,63.22,,,,Mixed,C,12,Surface,6,82.97,,,,,,,,,,,,,turkey oak,C,9,Surface,6,105.96,,,,pine,C,11,Buried,6,131.58,,,,pine,C,8,Surface,6,133.14,,,,Mixed,C,12,Buried,6,80.96,,,,Mixed,C,12,Surface,6,97.46,,,,turkey oak,A,3,Buried,12,37.11,,,,turkey oak,A,6,Surface,12,41.04,,,,,,,,,,,,,pine,B,3,Surface,12,38.46,,,,Mixed,A,1,Buried,12,108.94,,,,Mixed,,B,1,Surface,12,,52.23
turkey oak,A,1,Buried,12,17.65,,,,turkey oak,C,10,Surface,6,85.43,,,,pine,C,12,Buried,6,84.42,,,,pine,C,9,Surface,6,90.92,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,1,Buried,12,26.26,,,,turkey oak,C,10,Surface,6,98.54,,,,pine,C,12,Buried,6,129.16,,,,pine,C,9,Surface,6,108.54,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,4,Buried,12,38.7,,,,turkey oak,A,7,Surface,12,68.88,,,,,,,,,,,,,pine,B,4,Surface,12,117.15,,,,Mixed,A,2,Buried,12,69.21,,,,Mixed,,B,4,Surface,12,,23.96
turkey oak,A,2,Buried,12,42.86,,,,turkey oak,C,11,Surface,6,99.37,,,,,,,,,,,,,pine,C,10,Surface,6,85,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,2,Buried,12,64.57,,,,turkey oak,C,11,Surface,6,114.91,,,,,,,,,,,,,pine,C,10,Surface,6,97.83,,,,,,,,,,,,,,,,,,,,,,turkey oak,A,5,Buried,12,95.91,,,,turkey oak,A,8,Surface,12,45.36,,,,pine,A,1,Buried,12,37.83,,,,pine,B,5,Surface,12,38.98,,,,Mixed,A,4,Buried,12,11.77,,,,Mixed,,B,6,Surface,12,,60.46
turkey oak,A,3,Buried,12,74.22,,,,turkey oak,C,12,Surface,6,91.71,,,,,,,,,,,,,pine,C,11,Surface,6,94.07,,,,Mixed,A,1,Buried,12,52.88,,,,Mixed,A,1,Surface,12,71.94,,,,turkey oak,A,3,Buried,12,101.59,,,,turkey oak,C,12,Surface,6,114.47,,,,,,,,,,,,,pine,C,11,Surface,6,114.44,,,,Mixed,A,1,Buried,12,108.14,,,,Mixed,A,1,Surface,12,100.62,,,,turkey oak,A,6,Buried,12,61.95,,,,turkey oak,A,9,Surface,12,40.75,,,,pine,A,2,Buried,12,85.08,,,,pine,B,7,Surface,12,47.43,,,,Mixed,A,5,Buried,12,31.86,,,,Mixed,,B,7,Surface,12,,51.72
turkey oak,A,4,Buried,12,46.44,,,,,,,,,,,,,pine,A,1,Buried,12,55.49,,,,pine,C,12,Surface,6,89.87,,,,Mixed,A,2,Buried,12,47.92,,,,Mixed,A,1,Surface,12,73.08,,,,turkey oak,A,4,Buried,12,79.35,,,,,,,,,,,,,pine,A,1,Buried,12,86.95,,,,pine,C,12,Surface,6,146.21,,,,Mixed,A,2,Buried,12,77.89,,,,Mixed,A,1,Surface,12,122.76,,,,turkey oak,A,7,Buried,12,46.23,,,,turkey oak,A,9,Surface,12,55.21,,,,pine,A,3,Buried,12,47.74,,,,pine,B,8,Surface,12,65.45,,,,Mixed,A,6,Buried,12,41.45,,,,Mixed,,B,9,Surface,12,,27.61
turkey oak,A,5,Buried,12,49.61,,,,,,,,,,,,,pine,A,2,Buried,12,71.99,,,,,,,,,,,,,Mixed,A,3,Buried,12,66.48,,,,Mixed,A,2,Surface,12,77.9,,,,turkey oak,A,5,Buried,12,84.2,,,,,,,,,,,,,pine,A,2,Buried,12,102.97,,,,,,,,,,,,,Mixed,A,3,Buried,12,105.17,,,,Mixed,A,2,Surface,12,102.23,,,,turkey oak,A,8,Buried,12,66.9,,,,,,,,,,,,,pine,A,4,Buried,12,30.97,,,,pine,B,9,Surface,12,84.96,,,,Mixed,A,7,Buried,12,35.89,,,,Mixed,,B,10,Surface,12,,49.54
turkey oak,A,6,Buried,12,71.48,,,,turkey oak,A,1,Surface,12,79.65,,,,pine,A,3,Buried,12,47.74,,,,,,,,,,,,,Mixed,A,4,Buried,12,59.23,,,,Mixed,A,3,Surface,12,74.52,,,,turkey oak,A,6,Buried,12,88.5,,,,turkey oak,A,1,Surface,12,138.16,,,,pine,A,3,Buried,12,70.32,,,,,,,,,,,,,Mixed,A,4,Buried,12,97.46,,,,Mixed,A,3,Surface,12,94.98,,,,turkey oak,A,9,Buried,12,20.41,,,,turkey oak,B,1,Surface,12,89.69,,,,pine,A,8,Buried,12,87.72,,,,pine,B,11,Surface,12,91.08,,,,Mixed,A,9,Buried,12,62.56,,,,Mixed,,B,11,Surface,12,,81.66
turkey oak,A,7,Buried,12,39.62,,,,turkey oak,A,2,Surface,12,84.62,,,,pine,A,4,Buried,12,56.77,,,,pine,A,1,Surface,12,86.55,,,,Mixed,A,5,Buried,12,48.15,,,,Mixed,A,4,Surface,12,68.48,,,,turkey oak,A,7,Buried,12,68.28,,,,turkey oak,A,2,Surface,12,106.23,,,,pine,A,4,Buried,12,93.17,,,,pine,A,1,Surface,12,82.36,,,,Mixed,A,5,Buried,12,63.12,,,,Mixed,A,4,Surface,12,104.12,,,,turkey oak,A,11,Buried,12,18.37,,,,turkey oak,B,2,Surface,12,52.94,,,,,,,,,,,,,pine,B,12,Surface,12,84.32,,,,Mixed,A,11,Buried,12,26.08,,,,Mixed,,B,12,Surface,12,,43.83
turkey oak,A,8,Buried,12,52.81,,,,turkey oak,A,4,Surface,12,82.72,,,,pine,A,5,Buried,12,64.08,,,,pine,A,3,Surface,12,83,,,,Mixed,A,6,Buried,12,53.81,,,,Mixed,A,6,Surface,12,73.86,,,,turkey oak,A,8,Buried,12,66.75,,,,turkey oak,A,4,Surface,12,123.78,,,,pine,A,5,Buried,12,96.39,,,,pine,A,3,Surface,12,86.55,,,,Mixed,A,6,Buried,12,65.4,,,,Mixed,A,6,Surface,12,85.41,,,,turkey oak,A,12,Buried,12,14.58,,,,turkey oak,B,3,Surface,12,51.15,,,,,,,,,,,,,,,,,,,,,,Mixed,A,12,Buried,12,43.67,,,,,,,,,,,
turkey oak,A,9,Buried,12,13.31,,,,turkey oak,A,5,Surface,12,82.84,,,,pine,A,6,Buried,12,61.71,,,,pine,A,4,Surface,12,74.59,,,,Mixed,A,7,Buried,12,40.81,,,,Mixed,A,7,Surface,12,77.39,,,,turkey oak,A,9,Buried,12,19.77,,,,turkey oak,A,5,Surface,12,106.02,,,,pine,A,6,Buried,12,93.19,,,,pine,A,4,Surface,12,94.78,,,,Mixed,A,7,Buried,12,61.39,,,,Mixed,A,7,Surface,12,116.14,,,,,,,,,,,,,turkey oak,B,4,Surface,12,37.72,,,,pine,B,1,Buried,12,73.85,,,,pine,C,1,Surface,12,49.96,,,,Mixed,A,12,Buried,12,64.29,,,,Mixed,,C,1,Surface,12,,69.69
turkey oak,A,11,Buried,12,45.93,,,,turkey oak,A,6,Surface,12,82.07,,,,pine,A,8,Buried,12,74.23,,,,pine,A,5,Surface,12,85.99,,,,Mixed,A,8,Buried,12,52.13,,,,Mixed,A,8,Surface,12,73.64,,,,turkey oak,A,11,Buried,12,79.4,,,,turkey oak,A,6,Surface,12,92.43,,,,pine,A,8,Buried,12,104.89,,,,pine,A,5,Surface,12,108.78,,,,Mixed,A,8,Buried,12,71.04,,,,Mixed,A,8,Surface,12,86.68,,,,turkey oak,B,1,Buried,12,64.39,,,,turkey oak,B,5,Surface,12,41.92,,,,pine,B,3,Buried,12,43.7,,,,pine,C,2,Surface,12,42.96,,,,,,,,,,,,,Mixed,,C,2,Surface,12,,66.79
turkey oak,A,12,Buried,12,19.89,,,,turkey oak,A,7,Surface,12,82.65,,,,pine,A,9,Buried,12,54.35,,,,pine,A,6,Surface,12,82.63,,,,Mixed,A,9,Buried,12,45.15,,,,Mixed,A,11,Surface,12,73.53,,,,turkey oak,A,12,Buried,12,28.68,,,,turkey oak,A,7,Surface,12,119.17,,,,pine,A,9,Buried,12,99.26,,,,pine,A,6,Surface,12,97.23,,,,Mixed,A,9,Buried,12,71.56,,,,Mixed,A,11,Surface,12,102.42,,,,turkey oak,B,2,Buried,12,77.87,,,,turkey oak,B,6,Surface,12,28.22,,,,pine,B,4,Buried,12,54.11,,,,pine,C,2,Surface,12,70.23,,,,Mixed,B,1,Buried,12,77.79,,,,Mixed,,C,2,Surface,12,,84.81
,,,,,,,,,turkey oak,A,8,Surface,12,85.05,,,,pine,A,11,Buried,12,66.67,,,,pine,A,7,Surface,12,84.16,,,,Mixed,A,11,Buried,12,37.4,,,,Mixed,A,12,Surface,12,70.58,,,,,,,,,,,,,turkey oak,A,8,Surface,12,103.84,,,,pine,A,11,Buried,12,117.77,,,,pine,A,7,Surface,12,107.66,,,,Mixed,A,11,Buried,12,72.18,,,,Mixed,A,12,Surface,12,74.97,,,,turkey oak,B,3,Buried,12,46.84,,,,turkey oak,B,7,Surface,12,58.78,,,,pine,B,5,Buried,12,61.65,,,,pine,C,3,Surface,12,64.18,,,,Mixed,B,2,Buried,12,103.41,,,,Mixed,,C,3,Surface,12,,39.89
turkey oak,B,1,Buried,12,56.82,,,,turkey oak,A,9,Surface,12,46.01,,,,pine,A,12,Buried,12,70.69,,,,pine,A,8,Surface,12,85.39,,,,Mixed,A,12,Buried,12,51.32,,,,Mixed,A,12,Surface,12,71.09,,,,turkey oak,B,1,Buried,12,90.73,,,,turkey oak,A,9,Surface,12,49.77,,,,pine,A,12,Buried,12,84.58,,,,pine,A,8,Surface,12,86.6,,,,Mixed,A,12,Buried,12,67.46,,,,Mixed,A,12,Surface,12,97.71,,,,turkey oak,B,4,Buried,12,34.07,,,,turkey oak,B,8,Surface,12,65.74,,,,pine,B,7,Buried,12,73.08,,,,pine,C,5,Surface,12,41.89,,,,Mixed,B,4,Buried,12,94.48,,,,Mixed,,C,3,Surface,12,,58.13
turkey oak,B,2,Buried,12,46.72,,,,turkey oak,A,9,Surface,12,81.51,,,,pine,A,12,Buried,12,70.85,,,,pine,A,9,Surface,12,84.52,,,,Mixed,A,12,Buried,12,65.56,,,,,,,,,,,,,turkey oak,B,2,Buried,12,82.71,,,,turkey oak,A,9,Surface,12,98.58,,,,pine,A,12,Buried,12,117.28,,,,pine,A,9,Surface,12,126.66,,,,Mixed,A,12,Buried,12,87.58,,,,,,,,,,,,,turkey oak,B,8,Buried,12,61.03,,,,turkey oak,B,9,Surface,12,50.04,,,,pine,B,8,Buried,12,96.55,,,,pine,C,5,Surface,12,67.28,,,,Mixed,B,5,Buried,12,30.06,,,,Mixed,,C,5,Surface,12,,42.04
turkey oak,B,3,Buried,12,28.11,,,,turkey oak,A,11,Surface,12,79.62,,,,,,,,,,,,,pine,A,11,Surface,12,82.43,,,,,,,,,,,,,Mixed,B,1,Surface,12,71.18,,,,turkey oak,B,3,Buried,12,51.05,,,,turkey oak,A,11,Surface,12,113.32,,,,,,,,,,,,,pine,A,11,Surface,12,114.6,,,,,,,,,,,,,Mixed,B,1,Surface,12,100.82,,,,turkey oak,B,10,Buried,12,143.61,,,,turkey oak,B,10,Surface,12,107.53,,,,pine,B,9,Buried,12,115.58,,,,pine,C,6,Surface,12,151.08,,,,Mixed,B,6,Buried,12,92.61,,,,Mixed,,C,5,Surface,12,,43.31
turkey oak,B,4,Buried,12,68.14,,,,turkey oak,A,12,Surface,12,82.26,,,,pine,B,1,Buried,12,43.91,,,,pine,A,12,Surface,12,82.03,,,,Mixed,B,1,Buried,12,49.7,,,,Mixed,B,4,Surface,12,71.01,,,,turkey oak,B,4,Buried,12,106.86,,,,turkey oak,A,12,Surface,12,114.81,,,,pine,B,1,Buried,12,85.95,,,,pine,A,12,Surface,12,88.77,,,,Mixed,B,1,Buried,12,74.46,,,,Mixed,B,4,Surface,12,92.87,,,,turkey oak,B,11,Buried,12,27.79,,,,turkey oak,B,11,Surface,12,25.49,,,,pine,B,10,Buried,12,34.92,,,,pine,C,7,Surface,12,42.7,,,,Mixed,B,7,Buried,12,25.61,,,,Mixed,,C,7,Surface,12,,35.27
turkey oak,B,7,Buried,12,15.87,,,,turkey oak,A,12,Surface,12,86.8,,,,pine,B,3,Buried,12,45.78,,,,pine,A,12,Surface,12,82.43,,,,Mixed,B,2,Buried,12,52.27,,,,Mixed,B,5,Surface,12,76.87,,,,turkey oak,B,7,Buried,12,19.78,,,,turkey oak,A,12,Surface,12,123.33,,,,pine,B,3,Buried,12,82.55,,,,pine,A,12,Surface,12,123.86,,,,Mixed,B,2,Buried,12,74.4,,,,Mixed,B,5,Surface,12,96.03,,,,turkey oak,B,11,Buried,12,74.99,,,,turkey oak,B,11,Surface,12,38.09,,,,pine,B,11,Buried,12,13.76,,,,pine,C,8,Surface,12,45.81,,,,Mixed,B,8,Buried,12,28.41,,,,Mixed,,C,8,Surface,12,,43.81
turkey oak,B,8,Buried,12,23.47,,,,,,,,,,,,,pine,B,4,Buried,12,51.76,,,,,,,,,,,,,Mixed,B,4,Buried,12,47.2,,,,Mixed,B,6,Surface,12,75.07,,,,turkey oak,B,8,Buried,12,68.03,,,,,,,,,,,,,pine,B,4,Buried,12,105.44,,,,,,,,,,,,,Mixed,B,4,Buried,12,77.33,,,,Mixed,B,6,Surface,12,94.34,,,,turkey oak,B,12,Buried,12,41.32,,,,turkey oak,B,12,Surface,12,43.43,,,,pine,B,11,Buried,12,61.11,,,,pine,C,9,Surface,12,77.82,,,,Mixed,B,9,Buried,12,75.29,,,,Mixed,,C,9,Surface,12,,78.47
turkey oak,B,9,Buried,12,18.93,,,,turkey oak,B,1,Surface,12,81.54,,,,pine,B,5,Buried,12,64.58,,,,pine,B,1,Surface,12,80.27,,,,Mixed,B,5,Buried,12,38.83,,,,Mixed,B,7,Surface,12,70.76,,,,turkey oak,B,9,Buried,12,25.18,,,,turkey oak,B,1,Surface,12,122.37,,,,pine,B,5,Buried,12,116.1,,,,pine,B,1,Surface,12,123.5,,,,Mixed,B,5,Buried,12,52.42,,,,Mixed,B,7,Surface,12,95.89,,,,,,,,,,,,,,,,,,,,,,pine,B,12,Buried,12,115.68,,,,pine,C,10,Surface,12,76.87,,,,Mixed,B,10,Buried,12,90.12,,,,Mixed,,C,10,Surface,12,,69.84
turkey oak,B,10,Buried,12,68.39,,,,turkey oak,B,2,Surface,12,88.24,,,,pine,B,7,Buried,12,55.44,,,,pine,B,3,Surface,12,84.62,,,,Mixed,B,6,Buried,12,54.6,,,,Mixed,B,8,Surface,12,75.25,,,,turkey oak,B,10,Buried,12,192.9,,,,turkey oak,B,2,Surface,12,111.41,,,,pine,B,7,Buried,12,92.55,,,,pine,B,3,Surface,12,130.43,,,,Mixed,B,6,Buried,12,97.51,,,,Mixed,B,8,Surface,12,99.75,,,,turkey oak,C,1,Buried,12,65.75,,,,turkey oak,C,1,Surface,12,49.93,,,,,,,,,,,,,pine,C,11,Surface,12,42.16,,,,Mixed,B,11,Buried,12,54.11,,,,Mixed,,C,11,Surface,12,,52.72
turkey oak,B,11,Buried,12,39.71,,,,turkey oak,B,3,Surface,12,85.25,,,,pine,B,8,Buried,12,64.37,,,,pine,B,4,Surface,12,83.14,,,,Mixed,B,7,Buried,12,65.72,,,,Mixed,B,9,Surface,12,73.82,,,,turkey oak,B,11,Buried,12,51.04,,,,turkey oak,B,3,Surface,12,112.89,,,,pine,B,8,Buried,12,113.33,,,,pine,B,4,Surface,12,125.3,,,,Mixed,B,7,Buried,12,93.38,,,,Mixed,B,9,Surface,12,105.47,,,,turkey oak,C,2,Buried,12,52.54,,,,turkey oak,C,3,Surface,12,75.34,,,,,,,,,,,,,,,,,,,,,,Mixed,B,12,Buried,12,69.79,,,,Mixed,,C,12,Surface,12,,50.05
turkey oak,B,11,Buried,12,44.11,,,,turkey oak,B,4,Surface,12,80.82,,,,pine,B,9,Buried,12,65.2,,,,pine,B,5,Surface,12,85.76,,,,Mixed,B,8,Buried,12,39.17,,,,Mixed,B,10,Surface,12,75.67,,,,turkey oak,B,11,Buried,12,75.7,,,,turkey oak,B,4,Surface,12,112.71,,,,pine,B,9,Buried,12,105.51,,,,pine,B,5,Surface,12,131.94,,,,Mixed,B,8,Buried,12,53.25,,,,Mixed,B,10,Surface,12,85.12,,,,turkey oak,C,3,Buried,12,84.43,,,,turkey oak,C,5,Surface,12,71.21,,,,pine,C,1,Buried,12,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey oak,B,12,Buried,12,36.46,,,,turkey oak,B,5,Surface,12,78.61,,,,pine,B,10,Buried,12,59.09,,,,pine,B,7,Surface,12,80.27,,,,Mixed,B,9,Buried,12,57.19,,,,Mixed,B,11,Surface,12,76.69,,,,turkey oak,B,12,Buried,12,58.28,,,,turkey oak,B,5,Surface,12,90.9,,,,pine,B,10,Buried,12,97.14,,,,pine,B,7,Surface,12,125.09,,,,Mixed,B,9,Buried,12,90.3,,,,Mixed,B,11,Surface,12,111.26,,,,turkey oak,C,5,Buried,12,65.46,,,,turkey oak,C,6,Surface,12,70.98,,,,pine,C,2,Buried,12,57.74,,,,pine,A,3,Surface,18,75.24,,,,Mixed,C,1,Buried,12,113.29,,,,,,,,,,,
,,,,,,,,,turkey oak,B,6,Surface,12,84.67,,,,pine,B,11,Buried,12,15.14,,,,pine,B,8,Surface,12,84.69,,,,Mixed,B,10,Buried,12,61.25,,,,Mixed,B,12,Surface,12,73.83,,,,,,,,,,,,,turkey oak,B,6,Surface,12,96.46,,,,pine,B,11,Buried,12,25.92,,,,pine,B,8,Surface,12,126.68,,,,Mixed,B,10,Buried,12,95.38,,,,Mixed,B,12,Surface,12,97.49,,,,turkey oak,C,5,Buried,12,73.03,,,,turkey oak,C,7,Surface,12,84.86,,,,pine,C,2,Buried,12,90.95,,,,pine,A,4,Surface,18,50.9,,,,Mixed,C,2,Buried,12,93.77,,,,Mixed,,A,3,Surface,18,,79.77
turkey oak,C,1,Buried,12,58.01,,,,turkey oak,B,7,Surface,12,76.67,,,,pine,B,11,Buried,12,64.02,,,,pine,B,9,Surface,12,84.96,,,,Mixed,B,11,Buried,12,66.82,,,,,,,,,,,,,turkey oak,C,1,Buried,12,108.45,,,,turkey oak,B,7,Surface,12,115.07,,,,pine,B,11,Buried,12,108.34,,,,pine,B,9,Surface,12,115.21,,,,Mixed,B,11,Buried,12,96.12,,,,,,,,,,,,,turkey oak,C,5,Buried,12,74.71,,,,turkey oak,C,8,Surface,12,71.29,,,,pine,C,3,Buried,12,57.76,,,,pine,A,5,Surface,18,20.44,,,,Mixed,C,3,Buried,12,63.58,,,,Mixed,,A,5,Surface,18,,103.66
turkey oak,C,2,Buried,12,46.36,,,,turkey oak,B,8,Surface,12,85.74,,,,pine,B,12,Buried,12,63.62,,,,pine,B,10,Surface,12,78.87,,,,Mixed,B,12,Buried,12,57.57,,,,Mixed,C,1,Surface,12,82.39,,,,turkey oak,C,2,Buried,12,69.9,,,,turkey oak,B,8,Surface,12,116.5,,,,pine,B,12,Buried,12,106.22,,,,pine,B,10,Surface,12,111.89,,,,Mixed,B,12,Buried,12,93.3,,,,Mixed,C,1,Surface,12,110.48,,,,turkey oak,C,6,Buried,12,16.42,,,,turkey oak,C,9,Surface,12,28.15,,,,pine,C,5,Buried,12,53.65,,,,pine,A,6,Surface,18,84.09,,,,Mixed,C,3,Buried,12,79.01,,,,Mixed,,A,6,Surface,18,,41.9
turkey oak,C,3,Buried,12,44.44,,,,turkey oak,B,9,Surface,12,79.01,,,,,,,,,,,,,pine,B,11,Surface,12,66.79,,,,,,,,,,,,,Mixed,C,2,Surface,12,70.62,,,,turkey oak,C,3,Buried,12,83.78,,,,turkey oak,B,9,Surface,12,103.27,,,,,,,,,,,,,pine,B,11,Surface,12,117.4,,,,,,,,,,,,,Mixed,C,2,Surface,12,94.34,,,,turkey oak,C,7,Buried,12,29.42,,,,turkey oak,C,10,Surface,12,50.64,,,,pine,C,5,Buried,12,62.52,,,,pine,A,7,Surface,18,42.33,,,,Mixed,C,5,Buried,12,83.7,,,,Mixed,,A,8,Surface,18,,76.76
turkey oak,C,5,Buried,12,52.12,,,,turkey oak,B,10,Surface,12,80.65,,,,pine,C,1,Buried,12,58.31,,,,pine,B,11,Surface,12,83.42,,,,Mixed,C,1,Buried,12,51.66,,,,Mixed,C,2,Surface,12,70.71,,,,turkey oak,C,5,Buried,12,82.95,,,,turkey oak,B,10,Surface,12,62.6,,,,pine,C,1,Buried,12,86.89,,,,pine,B,11,Surface,12,121.03,,,,Mixed,C,1,Buried,12,81.45,,,,Mixed,C,2,Surface,12,100.79,,,,turkey oak,C,8,Buried,12,50.21,,,,,,,,,,,,,pine,C,6,Buried,12,75.01,,,,pine,A,8,Surface,18,82.97,,,,Mixed,C,5,Buried,12,119.37,,,,Mixed,,A,9,Surface,18,,40.63
turkey oak,C,5,Buried,12,57.76,,,,turkey oak,B,11,Surface,12,76.46,,,,pine,C,2,Buried,12,60.49,,,,pine,B,12,Surface,12,84.32,,,,Mixed,C,2,Buried,12,47.1,,,,Mixed,C,3,Surface,12,70.51,,,,turkey oak,C,5,Buried,12,97.07,,,,turkey oak,B,11,Surface,12,83.04,,,,pine,C,2,Buried,12,96.16,,,,pine,B,12,Surface,12,116.04,,,,Mixed,C,2,Buried,12,58.33,,,,Mixed,C,3,Surface,12,95.9,,,,turkey oak,C,10,Buried,12,47.27,,,,,,,,,,,,,pine,C,6,Buried,12,88.07,,,,pine,A,9,Surface,18,42.02,,,,Mixed,C,6,Buried,12,96.9,,,,Mixed,,A,10,Surface,18,,44.47
turkey oak,C,5,Buried,12,84.26,,,,turkey oak,B,11,Surface,12,81.62,,,,pine,C,2,Buried,12,66.7,,,,,,,,,,,,,Mixed,C,3,Buried,12,35.21,,,,Mixed,C,3,Surface,12,72.96,,,,turkey oak,C,5,Buried,12,126.09,,,,turkey oak,B,11,Surface,12,119.21,,,,pine,C,2,Buried,12,112.69,,,,,,,,,,,,,Mixed,C,3,Buried,12,25.3,,,,Mixed,C,3,Surface,12,99.94,,,,turkey oak,C,12,Buried,12,17.65,,,,turkey oak,A,1,Surface,18,68.41,,,,pine,C,7,Buried,12,91.03,,,,pine,A,10,Surface,18,98.8,,,,Mixed,C,7,Buried,12,94.17,,,,,,,,,,,
turkey oak,C,6,Buried,12,27.37,,,,turkey oak,B,12,Surface,12,76.65,,,,pine,C,3,Buried,12,70.6,,,,pine,C,1,Surface,12,84.54,,,,Mixed,C,3,Buried,12,36.97,,,,Mixed,C,5,Surface,12,74.67,,,,turkey oak,C,6,Buried,12,39.15,,,,turkey oak,B,12,Surface,12,102.05,,,,pine,C,3,Buried,12,108.62,,,,pine,C,1,Surface,12,107.91,,,,Mixed,C,3,Buried,12,51.7,,,,Mixed,C,5,Surface,12,99.72,,,,,,,,,,,,,turkey oak,A,2,Surface,18,59.09,,,,pine,C,8,Buried,12,80.4,,,,pine,A,11,Surface,18,45.68,,,,Mixed,C,8,Buried,12,61.82,,,,Mixed,,B,6,Surface,18,,18.48
